StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q79,Q8_Browser,Q8_Version,Q8_Operating System,Q8_Resolution,Q9,Q10,Q11,Q12,Q14,Q15,Q15_6_TEXT,Q16,Q16_4_TEXT,Q17,Q17_8_TEXT,SBSOD_1_1,SBSOD_2_1,SBSOD_3_1,SBSOD_4_1,SBSOD_5_1,SBSOD_6_1,SBSOD_7_1,SBSOD_8_1,SBSOD_9_1,SBSOD_10_1,SBSOD_11_1,SBSOD_12_1,SBSOD_13_1,SBSOD_14_1,SBSOD_15_1,VVIQ_1_Open_1,VVIQ_2_Open_1,VVIQ_3_Open_1,VVIQ_4_Open_1,VVIQ_5_Open_1,VVIQ_6_Open_1,VVIQ_7_Open_1,VVIQ_8_Open_1,VVIQ_9_Open_1,VVIQ_10_Open_1,VVIQ_11_Open_1,VVIQ_12_Open_1,VVIQ_13_Open_1,VVIQ_14_Open_1,VVIQ_15_Open_1,VVIQ_16_Open_1,VVIQ_1_Closed_1,VVIQ_2_Closed_1,VVIQ_3_Closed_1,VVIQ_4_Closed_1,VVIQ_5_Closed_1,VVIQ_6_Closed_1,VVIQ_7_Closed_1,VVIQ_8_Closed_1,VVIQ_9_Closed_1,VVIQ_10_Closed_1,VVIQ_11_Closed_1,VVIQ_12_Closed_1,VVIQ_13_Closed_1,VVIQ_14_Closed_1,VVIQ_15_Closed_1,VVIQ_16_Closed_1,Q95,id,Complete Data,Ling_or_Analog,Attention Check
11/20/20 8:50,11/20/20 9:11,IP Address,209.54.90.65,100,1265,TRUE,11/20/20 9:11,R_pRTP5bD9LXetucV,,,,,29.61380005,-82.38600159,anonymous,EN,,Edge,86.0.622.69,Windows NT 10.0,1280x720,19,13,english,not right,female,woman,,bisexual,,white,,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat disagree,Somewhat agree,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,44347,1,Analog,7
11/20/20 10:53,11/20/20 11:07,IP Address,98.180.250.19,100,815,TRUE,11/20/20 11:07,R_3LXdpLDwhBjob7E,,,,,29.61380005,-82.38600159,anonymous,EN,,Chrome,86.0.4240.193,Windows NT 10.0,1536x864,19,14,english,right,female,woman,,heterosexual,,white,,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Strongly agree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,ufbold5000,44023,1,Ling,5
11/20/20 11:03,11/20/20 11:36,IP Address,97.103.2.99,100,2038,TRUE,11/20/20 11:36,R_3prIDVtenDwvcIA,,,,,28.91070557,-81.1957016,anonymous,EN,,Chrome,86.0.4240.198,Windows NT 10.0,1920x1080,19,13,english,right,male,man,,heterosexual,,white,,Neutral,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Neutral,Somewhat disagree,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object",Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivd,Vague and dim,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,ufbold5000,44401,1,Analog,8
11/20/20 13:41,11/20/20 14:06,IP Address,68.227.78.218,100,1512,TRUE,11/20/20 14:06,R_2xEjoSIh9bynOXY,,,,,29.646698,-82.32839966,anonymous,EN,,Chrome,86.0.4240.111,Macintosh,1792x1120,18,13,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,ufbold5000,44322,1,Analog,9
11/20/20 19:53,11/20/20 20:21,IP Address,128.227.31.17,100,1721,TRUE,11/20/20 20:21,R_1DJauGA3aGchHES,,,,,29.61380005,-82.38600159,anonymous,EN,,Chrome,87.0.4280.66,Windows NT 6.3,1366x768,18,12,english,right,male,man,,heterosexual,,white,,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,44025,1,Ling,9
11/22/20 15:33,11/22/20 16:27,IP Address,170.250.27.238,100,3206,TRUE,11/22/20 16:27,R_C8oMumMOgeROftL,,,,,25.82949829,-80.29270172,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1280x800,18,12,not english,not right,female,woman,,homosexual,,"hisp,white",,Disagree,Agree,Somewhat agree,Somewhat disagree,Neutral,Strongly agree,Somewhat agree,Somewhat agree,Neutral,Agree,Somewhat disagree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,44345,0,N/A,N/A
11/22/20 18:07,11/22/20 18:27,IP Address,71.47.224.90,100,1192,TRUE,11/22/20 18:27,R_2YK8YJQDtnuKe89,,,,,29.28660583,-81.0868988,anonymous,EN,,Chrome,87.0.4280.66,Windows NT 10.0,1366x768,19,12,not english,right,male,other,I identify as a urinal ,other,i love toilets,"asian,other",Arent we all african?,Agree,Disagree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat disagree,Agree,Strongly agree,Somewhat disagree,Agree,Agree,Disagree,Disagree,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,44273,1,Analog,6
11/22/20 22:09,11/22/20 22:33,IP Address,128.227.27.173,100,1424,TRUE,11/22/20 22:33,R_1hDVG9YkMIedplV,,,,,29.68400574,-82.35690308,anonymous,EN,,Safari,13.1.3,Macintosh,1440x900,18,12,english,not right,female,woman,,heterosexual,,white,,Somewhat disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,44365,1,Ling,7
11/23/20 8:31,11/23/20 8:47,IP Address,128.227.1.41,100,971,TRUE,11/23/20 8:47,R_2A0Zr7q3tK2D9mW,,,,,29.61380005,-82.38600159,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,20,14,english,right,male,man,,heterosexual,,white,,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Neutral,Disagree,Somewhat agree,Agree,Neutral,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,44235,1,Analog,8
11/23/20 8:53,11/23/20 9:18,IP Address,35.138.68.235,100,1469,TRUE,11/23/20 9:18,R_2bUVUFKk86M7KeY,,,,,28.0381012,-81.93920135,anonymous,EN,,Chrome,86.0.4240.80,Macintosh,1440x900,19,12,english,right,female,woman,,heterosexual,,white,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Neutral,Somewhat agree,Somewhat disagree,Somewhat agree,Neutral,Neutral,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,"No image at all, you only ""know"" that you are thinking of an object",Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,ufbold5000,43823,1,Analog,8
11/23/20 10:40,11/23/20 10:54,IP Address,70.171.5.251,100,832,TRUE,11/23/20 10:54,R_22zYs2yEF3r3kya,,,,,29.68249512,-82.36060333,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,18,12,english,not right,female,woman,,bisexual,,hisp,,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,44321,1,Ling,7
11/23/20 11:58,11/23/20 12:17,IP Address,128.227.1.38,100,1139,TRUE,11/23/20 12:17,R_1q89QxJW6JFgfNR,,,,,29.646698,-82.32839966,anonymous,EN,,Chrome,86.0.4240.193,Macintosh,1440x900,20,13,english,right,female,woman,,heterosexual,,white,,Somewhat disagree,Agree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Neutral,Disagree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Vague and dim,ufbold5000,44601,1,Analog,5
11/23/20 10:55,11/23/20 12:52,IP Address,69.243.227.56,100,7033,TRUE,11/23/20 12:52,R_242HNlBtkTzHCj9,,,,,30.16549683,-85.71160126,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,18,12,english,right,female,woman,,heterosexual,,white,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Agree,Neutral,Somewhat agree,Neutral,Neutral,Agree,Disagree,Somewhat agree,Neutral,Neutral,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivd,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,44602,1,Ling,8
